"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,1,206,167
2,9,15,593,252
3,6,9,487,171
4,6,7,502,153
5,2,8,487,130
6,4,8,499,105
7,9,5,517,102
8,3,9,515,126
9,7,4,499,123
10,2,8,437,109
11,2,5,385,104
12,3,4,332,127
13,0,5,327,104
14,0,4,278,112
15,1,7,241,121
16,0,3,204,113
17,1,4,177,97
18,0,4,153,100
19,1,1,128,118
20,3,1,113,108
21,2,2,113,103
22,2,1,102,86
23,2,0,94,83
24,4,0,92,67
25,1,0,98,78
26,0,2,89,62
27,2,2,82,76
28,0,2,84,54
29,0,2,81,53
30,1,0,84,55
31,0,0,76,47
32,0,0,79,40
33,0,1,75,40
34,0,0,66,30
35,0,1,63,31
36,1,2,58,30
37,4,0,58,34
38,4,0,56,31
39,1,1,55,19
40,0,3,52,9
41,1,1,54,27
42,0,1,59,17
43,0,0,65,14
44,0,0,56,23
45,2,0,41,13
46,1,1,29,12
47,0,0,52,11
48,1,1,35,7
49,0,0,36,10
50,0,1,35,8
51,0,0,37,7
52,0,0,32,7
53,0,3,28,9
54,1,1,30,8
55,0,1,22,7
56,2,2,32,4
57,0,0,29,6
58,0,1,19,3
59,0,0,19,4
60,0,0,14,3
