"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,355,238
1,8,2,1071,399
2,22,1,785,259
3,11,2,778,211
4,10,3,690,182
5,7,0,664,162
6,7,0,682,148
7,2,1,669,166
8,5,0,654,166
9,2,3,578,143
10,1,1,517,148
11,1,0,453,170
12,1,3,428,144
13,2,1,338,141
14,1,1,306,154
15,0,0,245,132
16,1,0,208,125
17,0,0,198,126
18,1,0,150,145
19,0,1,148,140
20,1,0,139,128
21,0,0,137,117
22,1,0,132,110
23,2,0,119,87
24,0,0,126,100
25,0,0,118,94
26,0,0,100,98
27,1,0,93,71
28,0,0,101,74
29,0,0,102,71
30,0,1,88,60
31,1,0,94,48
32,0,0,91,54
33,0,0,81,41
34,0,0,71,42
35,1,1,77,42
36,2,0,73,43
37,0,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,74,18
42,1,0,76,18
43,0,0,64,28
44,0,0,55,20
45,0,0,38,14
46,0,0,57,13
47,0,0,41,12
48,0,1,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,40,8
52,0,0,30,13
53,0,0,35,9
54,1,0,29,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
