"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,8,5,212,173
2,16,20,606,260
3,13,20,498,174
4,12,18,512,156
5,6,25,498,133
6,5,22,503,109
7,7,21,534,102
8,8,12,518,126
9,11,11,513,127
10,3,17,444,110
11,6,12,388,107
12,1,7,338,130
13,2,13,333,106
14,0,6,280,116
15,2,8,247,123
16,2,4,205,114
17,1,12,178,100
18,1,3,154,103
19,0,7,129,119
20,3,6,115,110
21,3,6,115,104
22,4,4,105,87
23,1,2,96,84
24,2,1,96,68
25,0,4,99,80
26,0,3,89,62
27,1,2,83,77
28,0,2,84,55
29,0,1,81,54
30,0,1,85,56
31,0,1,76,48
32,0,1,79,42
33,0,0,75,40
34,1,1,66,30
35,1,1,63,31
36,0,0,58,31
37,1,1,62,34
38,0,3,61,34
39,1,0,55,19
40,0,0,52,9
41,1,1,54,27
42,0,0,59,17
43,0,0,65,14
44,1,0,56,23
45,0,0,44,13
46,1,0,29,12
47,0,0,52,11
48,1,1,36,7
49,0,2,36,10
50,0,0,35,8
51,0,0,37,7
52,1,0,32,7
53,1,0,28,10
54,0,0,32,8
55,0,0,22,7
56,1,1,33,4
57,0,0,29,6
58,0,0,19,4
59,0,0,19,4
60,0,1,16,3
