"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,3,263,206
1,6,8,738,319
2,18,10,602,215
3,12,6,643,182
4,11,3,598,157
5,9,7,600,139
6,7,9,628,131
7,7,6,609,155
8,19,9,615,150
9,7,4,540,130
10,9,3,470,127
11,13,13,420,160
12,6,11,391,130
13,4,8,317,132
14,4,7,288,145
15,3,4,229,129
16,4,4,199,115
17,3,2,177,117
18,6,8,142,134
19,0,7,140,132
20,1,4,133,125
21,0,5,123,105
22,3,8,118,99
23,8,4,112,78
24,2,5,115,94
25,3,7,102,81
26,4,6,91,92
27,4,3,85,66
28,3,2,91,67
29,1,7,97,66
30,2,1,81,57
31,4,6,83,45
32,3,5,82,50
33,4,4,73,39
34,5,4,67,36
35,2,7,66,40
36,3,5,69,40
37,0,1,71,37
38,3,3,62,22
39,1,3,59,13
40,2,7,59,28
41,3,2,62,18
42,2,5,67,15
43,2,2,60,26
44,0,4,47,14
45,2,4,33,13
46,2,3,55,12
47,0,1,40,9
48,1,2,41,11
49,3,1,37,9
50,1,0,38,9
51,1,2,35,7
52,1,1,29,11
53,1,1,33,8
54,0,1,23,7
55,1,1,34,6
56,3,0,33,7
57,1,0,19,5
58,0,2,21,4
59,1,2,17,3
60,0,NA,NA,NA
