"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,356,236
1,11,2,1076,396
2,19,2,766,257
3,11,2,765,209
4,14,2,684,182
5,11,1,658,159
6,8,2,682,147
7,3,1,668,165
8,6,0,653,164
9,2,2,577,142
10,0,2,515,146
11,3,0,451,170
12,2,0,426,142
13,1,1,337,141
14,3,1,305,154
15,1,0,245,132
16,1,0,208,124
17,0,0,195,125
18,1,0,150,145
19,0,0,149,140
20,2,0,139,128
21,0,0,136,118
22,2,1,132,110
23,2,1,119,87
24,0,1,125,100
25,0,1,116,94
26,1,1,99,98
27,2,0,92,70
28,1,0,101,74
29,0,1,102,71
30,0,0,88,60
31,0,1,93,48
32,0,0,91,54
33,0,0,81,41
34,0,0,71,42
35,1,0,77,42
36,2,0,73,43
37,0,0,76,42
38,1,0,69,24
39,0,0,66,13
40,0,0,67,30
41,1,1,74,18
42,0,1,76,18
43,0,1,63,28
44,0,1,55,20
45,0,1,37,13
46,0,0,57,13
47,0,0,41,12
48,0,0,47,14
49,0,0,47,10
50,1,0,43,9
51,0,1,39,8
52,0,0,30,13
53,0,0,35,8
54,0,0,29,9
55,0,0,37,6
56,1,1,35,8
57,0,1,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
