"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,1,205,167
2,9,10,591,250
3,3,6,487,169
4,8,12,500,153
5,1,5,487,130
6,5,10,498,105
7,9,11,515,101
8,3,5,514,126
9,3,9,498,123
10,3,4,435,108
11,0,9,385,104
12,4,5,330,127
13,1,3,326,104
14,1,4,277,112
15,3,2,239,120
16,0,1,204,113
17,1,2,177,97
18,1,1,153,99
19,2,0,127,118
20,3,1,113,108
21,1,0,113,103
22,2,3,102,86
23,2,2,94,82
24,5,3,91,67
25,1,2,98,78
26,1,0,88,62
27,2,1,81,76
28,0,0,84,54
29,0,1,81,53
30,2,0,83,55
31,0,2,76,47
32,1,2,79,40
33,1,0,74,39
34,0,0,66,30
35,0,3,63,31
36,0,3,58,30
37,3,2,57,34
38,4,1,56,31
39,1,1,55,19
40,0,1,52,9
41,1,0,53,27
42,0,1,59,17
43,0,0,65,14
44,0,1,56,23
45,2,0,41,13
46,1,1,29,12
47,0,0,52,11
48,1,0,35,7
49,0,3,36,10
50,0,1,35,8
51,0,1,37,7
52,1,2,31,7
53,0,0,28,9
54,1,1,30,8
55,0,0,22,7
56,2,0,32,4
57,0,0,29,6
58,0,0,19,3
59,1,1,18,4
60,0,0,14,3
