"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,2,341,233
1,9,4,1037,385
2,25,4,740,252
3,21,4,749,205
4,20,3,669,182
5,12,2,652,157
6,5,2,676,145
7,4,0,659,165
8,5,2,648,162
9,7,2,579,142
10,1,1,509,144
11,4,1,453,171
12,1,1,425,141
13,1,3,336,140
14,3,0,305,153
15,1,2,244,132
16,1,1,207,124
17,0,1,196,124
18,0,0,149,144
19,2,1,149,140
20,2,0,138,128
21,0,2,136,118
22,1,0,132,109
23,2,0,118,87
24,0,1,125,102
25,0,1,115,92
26,2,0,99,98
27,1,0,92,70
28,0,1,101,74
29,0,0,101,70
30,0,0,89,60
31,0,0,92,48
32,0,0,91,56
33,0,0,81,41
34,0,0,69,42
35,2,0,76,42
36,3,0,73,43
37,0,0,76,40
38,1,0,69,24
39,0,0,66,13
40,0,0,67,30
41,0,0,74,18
42,0,0,75,17
43,1,0,63,28
44,0,0,55,20
45,0,0,37,13
46,0,0,57,13
47,0,0,41,12
48,0,0,47,14
49,0,0,47,10
50,1,0,43,9
51,0,0,38,8
52,1,0,30,13
53,0,0,35,8
54,0,0,29,9
55,0,0,37,6
56,1,0,35,7
57,0,0,22,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
