"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,7,248,197
1,8,19,686,303
2,23,21,572,208
3,15,21,591,179
4,31,11,571,151
5,16,24,577,130
6,17,23,594,122
7,17,21,580,146
8,19,17,587,146
9,14,23,513,127
10,13,23,444,121
11,19,19,385,152
12,17,12,374,123
13,14,15,302,129
14,8,19,271,137
15,10,10,221,128
16,7,19,193,110
17,6,19,163,115
18,11,23,133,129
19,5,20,128,122
20,6,9,124,120
21,3,10,114,98
22,2,11,108,92
23,8,5,99,75
24,8,8,108,92
25,4,14,91,70
26,5,9,88,87
27,3,9,83,59
28,0,7,83,64
29,4,9,92,59
30,2,5,79,53
31,1,6,81,44
32,1,6,79,46
33,0,6,67,34
34,2,4,66,33
35,1,6,59,37
36,2,2,65,37
37,1,2,66,35
38,2,8,61,20
39,2,4,57,10
40,0,5,55,27
41,2,4,60,17
42,1,1,65,14
43,2,0,57,24
44,0,2,45,14
45,1,0,31,12
46,1,1,52,11
47,0,1,36,9
48,3,2,38,11
49,1,1,36,9
50,0,2,38,9
51,0,1,34,7
52,1,1,29,11
53,0,0,32,8
54,0,1,23,7
55,0,1,33,5
56,3,1,31,7
57,0,1,19,4
58,0,2,20,4
59,0,2,17,3
60,0,NA,NA,NA
