"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,348,236
1,11,3,1061,393
2,30,2,761,255
3,11,2,758,208
4,15,3,683,182
5,9,2,657,157
6,5,3,679,146
7,3,1,667,165
8,5,0,653,163
9,2,0,577,142
10,0,0,513,146
11,3,2,452,170
12,2,1,426,142
13,1,1,337,141
14,2,2,305,153
15,2,0,245,132
16,0,0,208,124
17,0,2,195,125
18,1,1,150,145
19,0,1,149,140
20,2,0,139,128
21,0,1,136,118
22,2,0,132,109
23,3,0,118,87
24,1,1,125,101
25,0,0,116,93
26,1,0,99,98
27,1,0,92,70
28,0,0,101,74
29,0,2,101,71
30,0,1,88,60
31,0,1,92,48
32,0,1,91,54
33,0,2,81,41
34,0,0,71,42
35,1,1,77,42
36,2,0,73,43
37,0,0,77,41
38,1,0,69,24
39,0,1,66,13
40,0,0,67,30
41,0,0,74,18
42,0,0,76,18
43,0,0,63,28
44,0,1,55,21
45,0,2,37,13
46,0,0,57,13
47,0,0,41,12
48,0,1,47,14
49,0,0,47,10
50,1,0,43,9
51,0,0,39,8
52,0,0,30,13
53,0,0,35,8
54,0,0,28,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
