"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,371,243
1,7,2,1123,416
2,28,2,826,269
3,13,2,809,220
4,15,3,701,187
5,12,2,678,171
6,7,3,689,149
7,3,0,674,170
8,6,3,656,172
9,1,2,582,143
10,4,3,521,150
11,4,3,454,170
12,4,1,430,145
13,4,0,341,144
14,0,2,306,155
15,3,3,246,133
16,1,0,209,125
17,1,0,200,127
18,1,0,152,147
19,0,0,149,140
20,1,0,140,128
21,0,0,137,117
22,1,1,134,110
23,1,0,119,87
24,0,1,126,102
25,0,1,117,95
26,0,0,100,98
27,2,1,93,71
28,0,0,101,75
29,0,0,102,71
30,0,0,89,60
31,0,2,95,50
32,0,0,92,56
33,0,0,81,41
34,0,1,72,43
35,0,0,78,42
36,2,1,73,44
37,1,0,76,41
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,74,18
42,1,0,75,17
43,0,0,66,28
44,0,0,56,20
45,0,0,38,13
46,0,0,58,13
47,0,0,42,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,35,9
54,1,0,29,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,21,3
60,0,NA,NA,NA
