"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,1,205,166
2,8,12,590,249
3,2,10,487,168
4,8,11,499,151
5,1,10,487,129
6,5,5,498,105
7,7,12,515,100
8,3,4,514,126
9,5,9,496,123
10,5,5,433,108
11,0,3,385,103
12,4,5,329,127
13,2,2,325,104
14,3,1,275,112
15,2,3,239,119
16,0,1,204,113
17,2,0,176,97
18,1,1,153,99
19,2,0,127,118
20,3,3,113,107
21,1,2,113,103
22,2,3,102,86
23,2,2,94,82
24,5,0,91,67
25,1,3,98,79
26,1,1,88,63
27,1,1,81,76
28,0,1,84,54
29,0,3,81,53
30,2,2,83,54
31,0,0,76,47
32,1,0,79,40
33,1,3,74,39
34,0,3,66,30
35,0,2,63,31
36,0,1,58,30
37,3,1,57,34
38,5,1,55,31
39,2,0,55,18
40,0,1,52,9
41,1,0,53,27
42,2,2,57,17
43,0,0,65,14
44,0,2,56,23
45,0,0,41,13
46,1,1,29,12
47,0,3,52,11
48,2,2,35,7
49,0,1,36,10
50,0,2,35,8
51,0,0,37,7
52,1,1,31,7
53,0,0,28,9
54,1,0,30,8
55,0,0,22,7
56,2,0,32,4
57,0,1,29,6
58,0,0,19,3
59,1,0,18,4
60,0,0,14,3
