"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,3,203,163
2,11,10,578,245
3,4,10,472,167
4,9,11,490,148
5,5,8,468,130
6,6,12,480,104
7,8,7,502,98
8,8,12,496,126
9,7,12,480,121
10,4,10,422,106
11,2,7,377,103
12,5,6,318,126
13,2,5,314,104
14,2,6,267,110
15,2,8,234,113
16,1,3,198,112
17,2,4,175,96
18,2,6,148,97
19,1,3,125,117
20,3,1,104,103
21,1,3,108,102
22,1,4,99,83
23,2,3,91,81
24,2,5,88,66
25,1,4,94,73
26,1,3,84,62
27,2,3,79,74
28,0,1,81,51
29,1,2,78,51
30,1,2,82,52
31,0,0,75,46
32,1,1,77,38
33,0,2,73,39
34,0,2,64,30
35,0,3,63,30
36,1,2,57,30
37,1,6,56,31
38,1,2,54,27
39,0,2,54,16
40,0,2,51,8
41,0,0,52,26
42,1,0,57,17
43,0,1,65,13
44,1,1,55,23
45,2,1,38,13
46,1,2,27,11
47,0,1,52,11
48,1,1,34,7
49,0,0,36,10
50,0,0,34,7
51,1,0,37,7
52,0,0,30,7
53,1,0,27,8
54,0,0,29,7
55,0,1,22,7
56,0,0,31,4
57,0,2,29,6
58,0,0,19,3
59,0,0,18,4
60,0,0,14,3
