"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,3,203,162
2,11,9,578,245
3,4,13,471,167
4,9,10,490,147
5,5,12,468,129
6,4,9,480,104
7,7,11,502,98
8,8,12,496,126
9,8,12,478,120
10,5,7,421,106
11,3,7,376,103
12,6,5,317,126
13,2,6,314,104
14,3,8,266,110
15,2,5,234,113
16,1,3,198,112
17,2,7,175,96
18,2,3,148,97
19,2,1,124,117
20,3,3,104,103
21,2,4,107,102
22,1,3,99,83
23,2,5,91,81
24,2,4,88,66
25,1,3,94,74
26,1,3,84,61
27,2,1,79,74
28,0,2,81,51
29,0,3,78,51
30,0,0,82,52
31,0,1,75,45
32,1,3,77,38
33,1,2,73,39
34,0,3,64,30
35,0,2,63,30
36,1,6,57,30
37,2,2,55,31
38,1,2,54,27
39,0,2,54,16
40,0,0,51,8
41,0,0,52,26
42,1,1,57,17
43,0,1,65,13
44,1,1,55,22
45,1,2,38,13
46,1,2,27,11
47,0,1,52,11
48,1,2,34,8
49,0,0,36,10
50,0,1,34,7
51,1,0,37,7
52,0,0,30,7
53,1,0,27,8
54,0,1,29,7
55,0,0,22,7
56,0,2,31,4
57,0,0,29,6
58,0,0,19,3
59,0,0,18,4
60,0,0,14,3
