"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,372,243
1,8,4,1122,416
2,29,1,829,270
3,13,2,811,220
4,14,4,703,188
5,12,2,679,171
6,8,0,690,149
7,2,1,674,170
8,7,1,655,172
9,2,1,585,145
10,2,1,520,150
11,4,1,457,171
12,2,1,432,145
13,4,2,341,143
14,1,0,306,155
15,3,1,248,133
16,0,0,211,125
17,0,1,200,127
18,0,3,152,147
19,0,1,150,140
20,1,0,140,128
21,0,2,137,117
22,1,2,134,111
23,1,0,119,87
24,0,0,126,102
25,0,0,117,95
26,0,0,100,98
27,2,0,93,71
28,1,0,101,74
29,0,1,102,71
30,0,0,89,60
31,0,1,95,50
32,0,1,91,54
33,0,0,81,41
34,0,0,72,43
35,0,0,78,42
36,2,0,73,44
37,1,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,1,74,18
42,2,0,76,18
43,0,1,66,28
44,0,0,56,20
45,0,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,40,8
52,0,0,31,13
53,0,0,35,9
54,1,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
