"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,270,216
1,13,8,789,332
2,22,12,629,222
3,17,11,658,187
4,24,6,615,165
5,15,9,609,143
6,11,3,639,134
7,7,8,625,155
8,11,8,620,152
9,3,6,545,130
10,9,3,482,130
11,12,2,434,161
12,4,6,399,133
13,5,2,328,135
14,1,3,292,146
15,4,0,233,131
16,3,3,203,116
17,1,5,186,118
18,4,5,144,138
19,0,2,145,133
20,2,5,134,125
21,0,1,127,106
22,3,1,125,104
23,4,0,114,80
24,1,5,117,96
25,3,0,109,85
26,1,4,95,94
27,3,3,90,69
28,0,0,95,73
29,2,0,99,68
30,2,2,86,58
31,2,3,86,44
32,2,3,89,54
33,2,1,80,41
34,1,1,67,37
35,2,0,70,41
36,2,0,68,41
37,2,1,76,38
38,1,1,66,23
39,1,3,60,13
40,3,0,62,29
41,0,1,65,18
42,5,1,69,15
43,4,4,62,28
44,0,2,52,18
45,1,1,36,13
46,0,0,55,13
47,0,0,40,10
48,0,1,45,13
49,2,2,41,9
50,5,0,41,9
51,0,0,35,7
52,2,0,29,11
53,1,2,35,9
54,0,0,26,8
55,2,0,35,6
56,2,0,35,7
57,0,1,22,5
58,2,0,22,4
59,2,1,17,3
60,0,NA,NA,NA
