"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,6,257,203
1,9,25,714,315
2,21,17,590,213
3,15,12,624,180
4,22,16,588,153
5,10,10,595,135
6,8,8,619,130
7,12,24,598,152
8,14,12,605,147
9,9,11,531,129
10,11,6,463,125
11,13,10,413,159
12,7,8,385,127
13,9,9,313,132
14,3,11,280,143
15,7,7,228,128
16,3,7,196,113
17,4,8,174,117
18,6,11,139,134
19,3,4,136,130
20,3,10,127,124
21,7,10,119,101
22,4,7,117,97
23,6,6,109,76
24,3,10,110,94
25,7,10,96,79
26,7,7,90,91
27,3,4,84,63
28,2,10,87,66
29,3,9,94,63
30,2,3,79,56
31,4,7,81,45
32,3,8,79,50
33,4,6,70,38
34,4,7,67,35
35,1,5,61,38
36,6,4,66,39
37,2,4,68,36
38,4,2,61,22
39,0,4,58,13
40,0,4,57,27
41,3,3,61,18
42,1,2,67,15
43,0,1,57,26
44,3,2,47,14
45,0,2,32,13
46,0,2,52,12
47,2,2,38,9
48,1,4,37,11
49,3,2,36,9
50,2,2,37,9
51,1,0,35,7
52,0,2,29,11
53,0,3,33,8
54,0,1,23,7
55,1,2,34,5
56,2,2,31,7
57,1,1,19,5
58,0,0,21,4
59,1,1,16,3
60,1,NA,NA,NA
