"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,6,196,160
2,8,12,559,239
3,8,15,451,165
4,11,13,463,142
5,10,21,441,128
6,6,10,464,98
7,5,10,492,97
8,8,12,470,124
9,6,7,461,118
10,4,9,408,101
11,3,10,356,101
12,3,9,302,122
13,5,6,299,104
14,6,11,248,104
15,3,8,227,108
16,2,8,191,110
17,1,6,172,94
18,0,4,146,96
19,0,4,124,115
20,1,4,99,103
21,1,1,104,100
22,0,5,96,79
23,1,1,91,76
24,2,0,86,66
25,0,2,89,73
26,0,1,83,59
27,0,0,78,73
28,1,1,80,47
29,0,0,77,49
30,1,2,80,49
31,0,0,73,46
32,2,0,72,34
33,0,0,73,37
34,2,0,61,30
35,0,0,63,30
36,0,0,57,30
37,1,0,55,30
38,0,0,53,27
39,0,0,54,16
40,1,0,50,8
41,1,0,52,26
42,0,0,57,16
43,1,0,64,13
44,0,1,54,21
45,0,0,38,13
46,0,1,27,11
47,0,0,52,11
48,1,0,33,6
49,0,0,36,10
50,1,1,33,6
51,0,0,36,7
52,1,0,29,7
53,0,0,27,8
54,1,0,28,7
55,0,0,21,7
56,1,0,30,4
57,0,0,29,6
58,0,0,19,3
59,2,1,16,4
60,1,0,13,3
