"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,325,228
1,10,5,944,371
2,33,14,706,238
3,20,3,719,195
4,19,4,648,182
5,13,3,642,151
6,5,3,664,142
7,4,6,646,160
8,11,3,639,158
9,6,2,567,136
10,5,4,500,138
11,10,3,445,168
12,3,1,418,137
13,2,1,329,140
14,5,1,301,150
15,1,1,240,132
16,2,1,205,123
17,0,1,195,121
18,0,2,145,141
19,1,1,147,139
20,1,1,136,127
21,1,0,134,116
22,1,0,130,106
23,1,0,118,84
24,0,1,124,99
25,1,2,115,93
26,1,1,98,98
27,1,0,92,70
28,0,2,99,73
29,2,0,99,69
30,1,1,89,59
31,0,2,90,47
32,1,0,91,57
33,0,1,81,41
34,0,0,68,39
35,3,0,76,42
36,3,1,71,43
37,0,1,75,39
38,2,1,67,24
39,0,0,65,13
40,1,0,64,30
41,2,0,72,18
42,1,0,73,17
43,3,3,62,28
44,0,2,53,20
45,1,0,36,13
46,0,0,56,13
47,1,0,41,10
48,0,0,46,13
49,0,0,45,9
50,2,1,43,9
51,0,0,39,8
52,1,1,29,13
53,1,1,35,8
54,0,1,28,9
55,0,0,35,6
56,2,0,35,7
57,0,1,21,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
