"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,3,201,162
2,10,11,569,244
3,6,16,462,166
4,10,9,478,145
5,3,10,460,128
6,3,11,472,100
7,4,10,498,97
8,7,11,486,125
9,9,6,471,120
10,7,3,413,102
11,6,11,367,101
12,5,6,310,125
13,2,7,307,104
14,5,5,260,107
15,1,1,232,109
16,0,4,197,111
17,1,6,174,96
18,1,4,147,97
19,0,4,124,117
20,3,6,103,103
21,1,9,105,101
22,0,4,99,81
23,1,5,91,79
24,2,7,87,66
25,2,2,89,73
26,0,4,83,60
27,0,2,79,74
28,1,4,80,48
29,0,1,77,49
30,1,4,81,51
31,0,4,73,46
32,2,3,74,35
33,0,3,73,37
34,1,0,63,30
35,0,1,63,30
36,0,1,57,30
37,0,1,55,30
38,0,2,53,27
39,0,1,54,16
40,0,0,51,8
41,0,2,53,26
42,0,0,57,16
43,1,0,64,13
44,1,0,54,21
45,0,0,38,13
46,1,1,27,11
47,0,0,52,11
48,1,0,34,6
49,0,0,36,10
50,0,0,34,6
51,0,0,36,7
52,0,0,30,7
53,1,0,27,8
54,0,0,29,7
55,1,0,21,7
56,0,0,31,4
57,0,0,29,6
58,0,0,19,3
59,0,0,18,4
60,1,0,13,3
