"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,391,265
1,6,9,1256,448
2,27,5,885,284
3,15,6,857,231
4,18,1,738,201
5,6,4,701,176
6,8,3,701,154
7,5,2,689,183
8,3,4,665,175
9,5,5,592,148
10,1,2,532,153
11,3,1,466,175
12,0,1,439,147
13,2,2,344,149
14,3,1,309,158
15,1,1,250,137
16,0,0,213,129
17,1,1,202,128
18,0,0,154,149
19,1,0,155,141
20,1,0,145,130
21,0,1,139,117
22,0,0,134,111
23,1,0,120,89
24,0,0,126,101
25,1,0,117,96
26,1,0,104,99
27,1,0,95,71
28,0,0,102,77
29,0,0,101,71
30,0,0,89,60
31,0,0,96,50
32,0,0,92,55
33,0,0,80,41
34,0,0,72,43
35,0,0,82,42
36,1,0,74,44
37,0,1,76,41
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,76,18
42,0,0,75,18
43,0,0,66,28
44,0,0,56,20
45,1,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,49,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,36,9
54,0,0,28,9
55,0,0,37,6
56,2,0,36,7
57,0,1,23,6
58,0,0,22,5
59,0,0,21,3
60,0,NA,NA,NA
