"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,6,10,219,181
2,16,31,620,269
3,11,27,509,181
4,16,19,519,157
5,11,33,511,136
6,8,28,512,114
7,13,19,537,103
8,9,17,526,130
9,10,12,522,129
10,11,21,445,111
11,7,20,394,109
12,5,15,340,132
13,4,6,337,111
14,2,13,280,117
15,8,11,248,123
16,2,11,206,115
17,3,7,178,100
18,2,6,156,105
19,2,4,129,121
20,4,7,115,114
21,3,1,117,104
22,3,9,106,88
23,3,4,96,85
24,2,4,96,70
25,4,2,99,80
26,1,6,89,64
27,2,1,83,77
28,0,3,84,56
29,0,4,81,55
30,2,2,85,57
31,0,3,76,49
32,0,0,79,42
33,0,0,76,40
34,1,3,66,30
35,2,3,63,31
36,0,1,58,32
37,0,1,63,35
38,0,1,61,34
39,1,0,55,19
40,1,1,52,9
41,1,0,54,27
42,0,0,59,17
43,0,0,65,14
44,0,1,57,23
45,0,0,44,13
46,1,0,29,12
47,0,2,52,11
48,1,0,36,7
49,0,0,36,10
50,0,1,35,8
51,1,0,37,7
52,1,0,32,7
53,0,0,29,10
54,0,0,32,8
55,0,0,22,7
56,1,0,33,4
57,1,1,29,6
58,0,1,19,4
59,1,0,19,4
60,0,0,16,3
