"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,322,229
1,10,4,953,373
2,36,3,717,239
3,15,1,724,195
4,21,1,650,182
5,16,1,643,151
6,6,1,666,142
7,3,4,646,160
8,14,3,640,159
9,6,1,569,138
10,4,2,501,139
11,9,1,447,167
12,2,2,419,139
13,4,2,329,141
14,5,1,301,150
15,1,3,240,132
16,2,0,206,123
17,0,2,195,121
18,0,2,145,141
19,2,3,147,141
20,1,1,136,127
21,1,1,134,116
22,1,1,130,106
23,1,0,118,84
24,0,0,124,99
25,1,1,116,93
26,0,0,98,98
27,1,1,92,70
28,0,1,99,73
29,2,0,100,69
30,1,0,89,60
31,0,0,90,47
32,1,1,90,56
33,0,1,81,41
34,0,1,69,39
35,2,0,76,42
36,3,1,71,43
37,1,0,76,40
38,2,1,67,24
39,0,2,65,13
40,1,0,64,30
41,2,1,72,18
42,1,0,73,17
43,3,0,62,28
44,0,1,53,20
45,2,0,36,13
46,0,1,56,13
47,1,0,41,11
48,0,0,46,13
49,1,0,45,9
50,2,0,43,9
51,0,1,38,8
52,1,1,29,13
53,1,0,35,8
54,0,0,27,9
55,1,0,35,6
56,2,0,35,7
57,0,0,21,5
58,1,0,22,5
59,0,0,19,3
60,1,NA,NA,NA
