"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,2,269,211
1,8,19,757,321
2,18,7,606,215
3,12,4,645,185
4,15,3,602,157
5,10,5,603,139
6,11,7,630,131
7,9,7,616,156
8,14,4,615,150
9,5,5,545,130
10,8,2,478,127
11,9,5,424,160
12,7,7,395,131
13,2,6,321,132
14,5,3,289,146
15,3,1,231,130
16,3,1,203,116
17,0,6,180,117
18,6,3,142,138
19,2,3,141,133
20,3,3,133,125
21,0,1,125,107
22,2,10,122,101
23,6,7,113,78
24,2,4,116,95
25,2,3,107,85
26,0,0,93,92
27,5,4,87,67
28,3,1,94,72
29,0,4,96,67
30,3,5,85,57
31,1,3,85,45
32,2,2,84,51
33,3,2,77,42
34,2,3,67,37
35,4,2,68,40
36,2,4,68,41
37,1,1,74,37
38,3,2,63,22
39,3,1,61,13
40,2,2,62,28
41,1,0,65,18
42,3,5,68,15
43,3,3,60,27
44,1,3,49,15
45,2,2,34,13
46,1,5,55,12
47,0,3,40,10
48,1,0,43,13
49,3,3,39,9
50,2,0,38,9
51,1,2,35,7
52,1,1,29,11
53,1,2,34,8
54,0,2,24,7
55,3,2,34,6
56,3,2,33,7
57,1,2,20,5
58,1,0,21,4
59,2,0,17,3
60,0,NA,NA,NA
