"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,4,314,226
1,7,13,920,362
2,34,15,693,234
3,21,4,705,194
4,22,4,643,181
5,14,1,639,150
6,8,5,654,140
7,10,3,642,159
8,12,2,635,156
9,5,1,566,135
10,5,3,497,135
11,11,6,444,168
12,4,1,415,137
13,4,1,330,138
14,3,1,299,150
15,2,2,238,132
16,3,1,204,121
17,2,6,193,120
18,0,2,146,140
19,0,1,147,139
20,0,2,136,126
21,0,0,133,114
22,1,1,131,105
23,2,2,118,84
24,0,2,123,99
25,2,0,113,93
26,1,0,98,98
27,1,1,91,70
28,1,1,99,73
29,0,4,100,69
30,1,2,88,59
31,0,1,89,46
32,1,0,91,57
33,0,0,81,41
34,0,0,69,39
35,2,0,72,42
36,3,5,70,43
37,0,0,76,38
38,1,1,67,24
39,0,1,64,13
40,2,1,64,30
41,1,0,72,18
42,0,2,73,16
43,3,1,62,28
44,0,0,53,19
45,1,1,36,13
46,0,1,56,13
47,0,0,41,10
48,0,2,46,13
49,0,1,46,9
50,1,0,43,9
51,0,0,38,7
52,1,0,29,13
53,1,0,35,8
54,0,0,27,9
55,0,1,35,6
56,2,1,35,7
57,1,0,22,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
