"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,371,242
1,9,5,1118,416
2,30,2,816,266
3,20,5,797,220
4,19,7,699,187
5,13,0,676,168
6,9,1,687,148
7,3,2,674,168
8,6,1,655,172
9,1,2,582,143
10,3,1,518,149
11,4,3,454,169
12,1,0,430,145
13,3,1,340,144
14,0,2,306,155
15,3,1,246,132
16,2,1,209,124
17,2,0,199,128
18,0,1,152,147
19,0,0,150,141
20,1,3,140,128
21,0,0,137,117
22,1,0,134,110
23,1,1,119,87
24,0,0,126,101
25,0,1,117,95
26,0,0,100,98
27,2,0,93,71
28,0,0,101,74
29,0,0,102,71
30,0,0,89,60
31,0,0,95,50
32,0,0,92,55
33,0,0,81,41
34,0,0,71,43
35,1,0,76,42
36,2,0,73,44
37,1,0,77,41
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,74,18
42,1,0,76,18
43,0,0,66,28
44,0,0,56,20
45,0,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,35,9
54,1,0,29,10
55,0,0,37,6
56,1,0,35,7
57,1,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
