"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,337,233
1,10,4,1026,385
2,26,3,738,251
3,20,5,746,205
4,18,4,669,183
5,10,3,651,157
6,4,2,672,145
7,5,5,659,164
8,5,2,647,161
9,6,2,579,142
10,1,2,508,141
11,5,1,451,170
12,0,0,425,140
13,1,2,336,141
14,2,1,304,153
15,2,2,244,132
16,1,0,207,124
17,0,0,196,124
18,0,1,149,144
19,1,1,148,141
20,2,0,138,128
21,0,0,136,116
22,1,2,132,109
23,2,1,118,87
24,0,0,125,101
25,0,0,115,92
26,1,0,99,98
27,1,0,92,70
28,0,0,101,74
29,0,0,101,70
30,0,0,88,60
31,1,0,92,48
32,0,0,91,56
33,0,0,81,41
34,0,0,69,42
35,2,0,76,42
36,3,0,73,43
37,0,0,76,40
38,1,0,69,24
39,0,0,66,13
40,0,0,67,30
41,0,0,73,18
42,1,0,75,17
43,1,0,63,28
44,0,0,55,20
45,0,0,37,13
46,0,0,57,13
47,0,0,41,13
48,0,0,47,14
49,0,0,47,10
50,1,0,43,9
51,0,0,38,8
52,1,0,30,13
53,0,0,35,8
54,0,0,29,9
55,0,0,37,6
56,1,0,35,7
57,0,0,22,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
