"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,2,313,223
1,6,10,886,360
2,44,11,679,233
3,16,9,693,193
4,22,4,635,178
5,15,9,634,149
6,8,7,651,138
7,6,2,640,159
8,13,5,634,154
9,5,5,559,135
10,7,5,494,134
11,13,4,442,167
12,4,3,414,136
13,4,7,328,138
14,2,4,298,150
15,3,4,237,130
16,1,0,202,121
17,2,0,193,120
18,0,3,145,139
19,1,1,147,138
20,0,3,136,125
21,0,2,134,113
22,1,1,130,104
23,1,0,117,84
24,1,2,121,98
25,2,0,113,93
26,1,0,97,98
27,2,5,91,70
28,0,0,98,73
29,1,1,100,69
30,1,1,88,59
31,0,1,89,46
32,1,2,92,57
33,0,2,81,41
34,0,1,68,39
35,3,0,73,42
36,3,1,70,43
37,0,1,74,38
38,2,0,67,24
39,0,3,63,13
40,1,0,63,29
41,0,0,70,18
42,2,0,74,16
43,3,1,62,28
44,0,0,53,19
45,1,0,36,13
46,0,1,56,13
47,0,1,41,10
48,1,0,46,13
49,0,0,45,9
50,1,0,43,9
51,0,0,38,7
52,1,0,29,13
53,1,0,35,8
54,0,0,27,8
55,0,1,35,6
56,2,0,35,7
57,0,0,22,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
