"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,2,256,202
1,8,14,710,313
2,20,28,584,212
3,14,17,617,180
4,19,15,584,153
5,11,11,589,135
6,11,20,613,129
7,13,9,592,150
8,16,16,599,147
9,10,17,525,129
10,13,18,455,122
11,18,12,400,157
12,16,12,383,127
13,8,12,312,131
14,4,6,280,139
15,3,10,227,128
16,3,13,195,111
17,5,10,169,117
18,9,8,136,134
19,4,13,135,129
20,4,13,126,123
21,6,8,117,101
22,4,7,117,97
23,4,10,109,76
24,1,10,109,93
25,5,6,91,78
26,7,12,90,89
27,3,10,84,62
28,1,9,86,66
29,2,11,94,63
30,1,8,79,55
31,2,5,81,45
32,1,6,79,48
33,0,3,70,37
34,4,5,66,35
35,1,7,61,38
36,4,6,66,38
37,2,3,67,36
38,3,1,61,20
39,0,3,58,11
40,0,2,57,27
41,1,5,61,18
42,1,2,67,15
43,0,5,57,26
44,1,2,46,14
45,0,2,32,13
46,0,1,52,12
47,2,2,37,9
48,2,5,37,11
49,1,1,36,9
50,1,3,37,9
51,1,2,35,7
52,0,1,29,11
53,0,0,32,8
54,1,1,23,7
55,0,0,34,5
56,2,1,31,7
57,1,1,19,4
58,0,0,21,4
59,1,1,17,3
60,1,NA,NA,NA
