"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,14,12,231,188
2,26,58,646,284
3,18,40,534,195
4,23,48,539,168
5,17,42,534,142
6,18,44,536,123
7,11,32,555,112
8,14,39,547,138
9,14,27,540,139
10,15,23,465,123
11,5,29,410,116
12,14,21,355,138
13,8,15,345,116
14,6,10,286,123
15,9,20,256,130
16,5,11,212,121
17,6,14,182,99
18,4,5,157,108
19,2,6,131,121
20,2,2,120,118
21,2,8,119,105
22,3,9,108,92
23,6,7,100,88
24,3,3,98,75
25,2,6,103,87
26,1,4,90,64
27,3,11,84,80
28,0,6,86,57
29,3,2,80,57
30,1,4,87,55
31,0,5,76,52
32,0,3,79,43
33,1,5,78,43
34,1,5,68,31
35,0,4,64,31
36,0,4,58,33
37,1,1,63,36
38,0,3,60,33
39,1,0,57,19
40,2,0,53,10
41,3,1,54,27
42,0,2,59,17
43,0,0,65,14
44,0,2,57,23
45,0,2,44,13
46,1,2,29,12
47,0,2,52,11
48,1,0,36,7
49,1,0,36,11
50,0,1,35,8
51,1,0,37,7
52,0,0,33,7
53,0,0,29,11
54,0,0,32,8
55,0,0,22,7
56,2,0,33,5
57,0,0,31,6
58,0,0,19,4
59,0,0,20,4
60,0,0,16,3
