"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,356,236
1,9,1,1078,397
2,20,2,772,258
3,9,3,770,211
4,11,2,689,182
5,6,1,658,159
6,9,1,681,148
7,4,1,668,165
8,5,0,653,164
9,2,1,577,142
10,1,1,514,146
11,4,0,454,170
12,2,2,426,142
13,1,2,337,143
14,2,0,306,154
15,0,0,245,132
16,1,2,208,124
17,0,1,196,125
18,0,0,150,145
19,0,0,150,140
20,1,0,139,128
21,0,0,136,118
22,2,0,132,110
23,2,0,119,87
24,0,0,125,100
25,0,1,116,94
26,1,2,99,98
27,2,1,92,70
28,1,1,101,74
29,0,1,102,71
30,0,0,88,60
31,0,0,93,48
32,0,0,91,55
33,0,0,81,41
34,0,1,71,42
35,1,0,78,42
36,2,0,73,43
37,0,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,67,30
41,1,0,74,18
42,0,0,75,17
43,0,0,63,28
44,1,1,55,20
45,0,1,37,13
46,0,0,57,13
47,0,1,41,12
48,0,1,47,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,30,13
53,0,0,35,8
54,0,1,28,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,0,22,5
59,0,1,21,4
60,0,NA,NA,NA
