"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,3,362,241
1,11,7,1100,405
2,28,5,800,263
3,15,2,784,213
4,15,6,695,185
5,10,1,669,166
6,9,1,685,148
7,2,4,671,167
8,7,3,654,169
9,2,2,580,143
10,4,1,516,149
11,2,4,453,169
12,2,0,429,144
13,4,1,340,142
14,0,2,306,154
15,1,0,245,132
16,2,1,207,124
17,0,0,200,126
18,0,0,151,146
19,0,0,149,140
20,1,0,139,128
21,0,0,137,117
22,1,0,134,111
23,2,0,119,87
24,0,1,126,102
25,0,0,118,93
26,0,1,100,98
27,2,0,93,71
28,0,0,101,74
29,0,0,102,71
30,0,0,89,60
31,0,0,95,49
32,0,0,92,56
33,0,0,81,41
34,0,1,71,42
35,1,0,78,42
36,2,1,73,44
37,0,0,76,41
38,0,0,69,25
39,0,0,66,13
40,0,0,68,30
41,0,0,74,18
42,1,0,76,17
43,0,1,65,28
44,0,0,55,20
45,1,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,30,13
53,0,0,35,9
54,2,0,28,9
55,0,0,37,6
56,1,0,35,7
57,1,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
