"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,3,264,206
1,6,7,744,319
2,17,3,604,215
3,11,7,643,183
4,13,9,600,157
5,8,9,600,139
6,8,6,629,131
7,7,1,611,156
8,17,4,615,150
9,7,9,541,130
10,11,6,472,127
11,13,6,420,160
12,7,3,392,131
13,4,2,318,132
14,5,10,288,145
15,3,10,229,129
16,4,8,201,115
17,2,7,179,117
18,4,3,142,136
19,2,4,140,132
20,2,2,133,125
21,0,4,123,105
22,3,6,119,99
23,7,4,112,78
24,2,5,115,95
25,3,7,103,81
26,3,4,92,92
27,3,5,87,66
28,1,7,91,67
29,1,5,96,66
30,2,3,81,57
31,4,2,83,46
32,3,7,85,51
33,2,1,73,39
34,5,7,67,36
35,2,5,66,40
36,3,3,68,40
37,0,4,72,37
38,4,7,62,22
39,1,4,59,13
40,2,1,60,28
41,3,3,63,18
42,3,3,67,15
43,3,5,60,26
44,0,2,47,14
45,2,3,33,13
46,2,2,55,12
47,0,4,40,9
48,1,4,41,11
49,4,3,38,9
50,0,1,38,9
51,1,1,35,7
52,1,1,29,11
53,1,0,33,8
54,1,2,23,7
55,2,0,34,6
56,3,1,33,7
57,1,0,19,5
58,0,1,21,4
59,2,0,17,3
60,0,NA,NA,NA
