"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,4,207,169
2,11,5,597,253
3,9,16,487,171
4,11,12,503,153
5,3,14,490,130
6,4,16,500,105
7,6,11,524,102
8,3,11,515,126
9,7,9,503,124
10,4,2,438,109
11,1,5,386,104
12,2,8,334,128
13,2,3,327,105
14,0,6,278,113
15,1,2,243,122
16,1,6,204,114
17,0,3,178,97
18,1,3,153,101
19,0,3,129,118
20,2,2,114,108
21,3,4,113,104
22,2,2,103,86
23,2,3,94,83
24,3,1,94,67
25,0,0,99,78
26,0,1,89,62
27,2,1,82,76
28,0,1,84,54
29,0,0,81,53
30,0,0,85,55
31,0,0,76,48
32,1,0,79,40
33,0,2,75,40
34,1,2,66,30
35,0,2,63,31
36,0,0,58,31
37,3,0,60,34
38,0,0,60,32
39,1,0,55,19
40,0,0,52,9
41,1,0,54,27
42,0,1,59,17
43,0,0,65,14
44,0,0,56,23
45,1,0,42,13
46,1,3,29,12
47,0,1,52,11
48,1,1,35,7
49,0,0,36,10
50,0,0,35,8
51,0,0,37,7
52,0,1,32,7
53,0,0,28,9
54,1,0,31,8
55,0,0,22,7
56,2,1,32,4
57,0,0,29,6
58,0,0,19,3
59,0,2,19,4
60,0,1,14,3
