"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,0,321,228
1,12,2,937,370
2,35,2,702,237
3,20,3,714,195
4,23,12,645,182
5,16,5,641,151
6,6,5,663,142
7,4,6,644,159
8,10,7,640,157
9,4,2,566,135
10,4,2,501,136
11,10,1,446,167
12,3,1,418,137
13,2,4,328,141
14,4,2,300,150
15,2,2,239,132
16,2,1,205,123
17,0,2,195,121
18,0,2,145,140
19,1,0,146,139
20,1,1,136,126
21,0,1,133,116
22,2,2,132,106
23,2,1,118,84
24,0,1,123,99
25,2,2,114,92
26,1,0,98,98
27,1,1,92,70
28,0,2,99,73
29,0,0,99,69
30,1,1,88,59
31,0,2,90,47
32,1,0,91,57
33,0,1,81,41
34,0,1,68,39
35,3,2,74,42
36,2,0,70,43
37,0,0,75,39
38,1,0,67,24
39,0,0,64,13
40,2,3,64,30
41,2,2,72,18
42,0,0,73,17
43,3,1,62,28
44,0,0,53,20
45,1,0,36,13
46,0,0,56,13
47,1,2,41,10
48,0,0,46,13
49,0,1,45,9
50,1,1,43,9
51,0,1,38,8
52,1,0,29,13
53,1,0,35,8
54,0,1,27,9
55,0,0,35,6
56,2,0,35,7
57,0,1,22,5
58,1,0,22,5
59,0,2,19,3
60,0,NA,NA,NA
