"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,374,246
1,10,3,1142,420
2,27,5,834,272
3,14,2,819,221
4,11,4,710,190
5,13,2,683,172
6,6,0,690,149
7,3,0,679,171
8,4,3,656,173
9,2,2,585,145
10,0,1,522,151
11,3,0,459,173
12,1,0,432,145
13,4,2,343,144
14,1,0,306,155
15,2,1,247,133
16,0,1,211,126
17,0,0,200,127
18,0,0,152,148
19,0,1,150,140
20,1,0,140,129
21,1,0,138,117
22,1,1,136,111
23,1,0,119,87
24,2,0,126,102
25,0,0,117,95
26,0,0,100,98
27,2,1,93,71
28,0,0,102,75
29,0,0,102,71
30,0,0,89,60
31,0,0,96,50
32,0,1,92,54
33,0,0,80,41
34,0,1,72,43
35,0,0,78,42
36,3,0,74,44
37,0,0,78,42
38,0,1,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,75,18
42,1,0,75,18
43,0,0,66,28
44,0,0,56,20
45,0,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,35,9
54,1,0,29,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,1,22,5
59,0,0,21,3
60,0,NA,NA,NA
