"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,1,205,166
2,8,6,590,249
3,4,4,485,168
4,8,13,498,150
5,2,4,486,129
6,8,12,495,105
7,5,7,514,100
8,1,5,514,126
9,7,6,495,123
10,5,2,431,108
11,0,2,385,103
12,4,3,328,127
13,3,1,324,104
14,3,0,274,112
15,4,1,237,119
16,0,1,204,112
17,3,4,175,97
18,1,3,153,98
19,1,3,127,118
20,5,2,112,107
21,2,1,112,103
22,1,3,102,86
23,2,1,94,83
24,5,1,91,67
25,1,1,98,77
26,1,4,88,62
27,1,2,81,76
28,0,0,84,53
29,2,0,80,53
30,2,4,83,53
31,0,3,76,47
32,1,2,79,40
33,2,1,73,39
34,0,1,66,30
35,0,1,63,31
36,0,2,58,30
37,3,2,57,34
38,4,0,55,30
39,1,2,55,18
40,0,0,52,9
41,1,2,53,27
42,2,0,57,17
43,0,1,65,14
44,0,3,56,23
45,0,2,42,13
46,2,1,28,12
47,0,2,52,11
48,2,0,34,7
49,0,1,36,10
50,0,0,35,8
51,0,0,37,7
52,1,0,31,7
53,0,0,28,9
54,1,1,30,8
55,0,0,22,7
56,2,0,32,4
57,0,0,29,6
58,0,0,19,3
59,1,0,18,4
60,0,0,14,3
