"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,277,215
1,11,9,795,335
2,29,12,634,224
3,13,7,661,186
4,20,13,621,168
5,13,8,610,143
6,13,9,640,133
7,5,6,628,157
8,12,4,619,152
9,7,2,546,131
10,11,5,484,130
11,12,4,435,166
12,5,2,401,132
13,6,3,328,135
14,1,0,293,146
15,4,4,233,129
16,3,1,201,116
17,1,3,186,118
18,2,0,145,138
19,1,3,145,134
20,2,5,135,125
21,0,4,129,107
22,1,2,124,102
23,3,4,116,80
24,1,1,117,96
25,3,1,109,87
26,2,0,96,95
27,2,5,90,69
28,0,0,95,72
29,2,2,98,68
30,2,3,86,58
31,1,0,87,44
32,1,0,89,54
33,2,2,80,41
34,1,2,67,38
35,2,3,69,41
36,2,1,68,41
37,2,1,76,38
38,1,0,66,23
39,1,0,61,13
40,2,0,62,29
41,0,1,67,18
42,3,3,69,15
43,4,0,62,28
44,0,1,52,18
45,1,1,36,13
46,0,4,55,13
47,0,2,40,10
48,0,1,45,13
49,2,0,42,9
50,4,0,41,9
51,0,1,35,7
52,2,2,29,11
53,1,0,35,9
54,0,0,26,8
55,1,0,35,6
56,2,2,35,7
57,0,0,22,5
58,1,0,23,4
59,1,0,17,3
60,0,NA,NA,NA
