"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,3,250,198
1,8,32,690,304
2,25,24,575,210
3,12,19,600,179
4,29,22,575,153
5,15,18,579,131
6,17,13,601,123
7,17,16,583,147
8,15,23,592,146
9,12,16,515,128
10,14,14,449,120
11,18,22,389,154
12,18,17,376,124
13,12,15,303,129
14,8,8,273,137
15,7,15,223,128
16,5,17,194,111
17,4,9,164,115
18,12,19,135,130
19,4,18,128,124
20,6,19,125,121
21,2,17,114,99
22,3,10,113,92
23,5,7,99,75
24,9,10,109,91
25,4,6,91,72
26,6,6,89,87
27,3,13,84,60
28,1,8,83,64
29,5,8,92,60
30,3,4,79,54
31,1,5,81,45
32,1,4,79,46
33,0,6,67,34
34,2,6,66,34
35,1,7,59,37
36,2,4,65,37
37,1,5,66,35
38,2,2,61,20
39,2,2,57,11
40,0,8,57,27
41,1,3,61,17
42,1,4,65,14
43,2,4,57,24
44,0,1,45,14
45,1,0,31,12
46,2,1,52,11
47,0,0,36,9
48,3,1,38,11
49,2,1,36,9
50,0,2,37,9
51,1,1,34,7
52,1,2,29,11
53,0,0,32,8
54,1,0,23,7
55,0,0,34,5
56,2,1,31,7
57,0,1,19,4
58,0,1,21,4
59,1,1,16,3
60,0,NA,NA,NA
