"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,1,204,164
2,6,6,587,248
3,6,4,481,168
4,6,5,497,150
5,3,6,479,129
6,8,4,489,104
7,4,6,510,100
8,5,6,508,126
9,7,9,490,123
10,3,5,429,108
11,1,6,383,103
12,5,5,324,127
13,5,1,319,104
14,2,3,272,111
15,4,9,235,118
16,5,6,199,112
17,1,3,175,97
18,1,0,151,98
19,2,1,126,117
20,6,7,108,103
21,3,4,110,103
22,2,2,100,84
23,5,3,92,81
24,4,3,90,66
25,2,3,96,75
26,3,4,86,61
27,1,2,81,75
28,2,5,83,53
29,1,2,79,52
30,0,0,83,52
31,0,3,76,46
32,3,1,77,39
33,1,3,73,39
34,1,3,65,30
35,0,2,63,31
36,0,2,58,30
37,0,4,57,33
38,3,0,54,30
39,2,1,54,17
40,0,0,52,9
41,1,1,53,27
42,2,1,57,17
43,0,0,65,13
44,1,1,56,23
45,1,0,40,13
46,2,1,28,11
47,0,0,52,11
48,2,0,34,7
49,0,1,36,10
50,1,0,34,8
51,0,0,38,7
52,2,0,30,7
53,0,0,28,9
54,2,1,29,7
55,0,1,22,7
56,1,2,31,4
57,0,0,29,6
58,0,0,19,3
59,1,1,18,4
60,0,0,14,3
