"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,1,2,205,165
2,7,8,588,248
3,5,5,484,168
4,6,8,498,150
5,6,3,479,129
6,7,6,494,104
7,7,5,511,100
8,4,1,510,126
9,7,2,494,123
10,5,3,429,108
11,2,1,383,103
12,5,5,325,127
13,4,5,321,104
14,2,6,274,112
15,4,4,236,118
16,2,2,202,112
17,1,6,175,97
18,1,0,152,98
19,2,2,126,118
20,6,8,109,103
21,4,4,110,103
22,1,4,101,84
23,4,0,92,82
24,4,0,91,66
25,2,6,96,76
26,3,3,86,62
27,1,2,81,75
28,1,2,84,53
29,3,1,79,53
30,0,2,83,53
31,0,3,76,46
32,3,2,77,40
33,1,2,73,39
34,0,2,66,30
35,0,0,63,31
36,0,3,58,30
37,1,1,57,34
38,4,2,54,30
39,1,3,55,17
40,0,1,52,9
41,1,1,53,27
42,2,2,57,17
43,0,0,65,13
44,1,1,56,23
45,0,0,41,13
46,2,1,28,11
47,0,0,52,11
48,2,0,34,7
49,0,1,36,10
50,1,0,34,8
51,0,0,37,7
52,2,0,30,7
53,0,0,28,9
54,3,1,29,7
55,0,0,22,7
56,1,0,31,4
57,0,0,29,6
58,0,0,19,3
59,1,0,18,4
60,0,1,14,3
