"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,5,246,197
1,10,30,682,300
2,24,29,566,206
3,16,23,577,177
4,29,35,567,150
5,15,29,571,130
6,15,25,588,119
7,17,19,575,145
8,17,25,577,144
9,19,26,503,126
10,19,15,436,121
11,17,27,377,150
12,18,19,367,121
13,17,26,298,128
14,10,25,266,136
15,11,14,219,127
16,8,12,190,109
17,5,12,161,115
18,10,6,134,127
19,3,8,126,122
20,6,16,121,119
21,4,16,111,96
22,4,15,108,92
23,4,8,99,75
24,3,13,106,90
25,4,9,91,70
26,3,8,86,83
27,4,7,84,59
28,0,8,83,62
29,2,7,91,59
30,3,7,78,53
31,1,2,80,44
32,2,3,80,44
33,0,13,67,33
34,1,4,66,32
35,1,7,60,36
36,1,6,66,36
37,0,2,63,35
38,5,0,59,20
39,1,3,55,10
40,2,2,55,27
41,2,1,59,17
42,0,2,65,14
43,1,2,57,24
44,0,1,45,14
45,1,2,31,12
46,1,2,52,11
47,0,1,36,9
48,3,0,37,10
49,0,1,35,9
50,1,1,38,8
51,0,1,34,7
52,1,2,29,11
53,0,1,32,8
54,0,2,22,7
55,1,0,33,5
56,3,2,31,7
57,1,0,19,4
58,0,0,20,4
59,0,0,16,3
60,0,NA,NA,NA
