"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,0,316,228
1,8,1,925,366
2,37,2,695,234
3,23,12,709,194
4,23,7,645,182
5,12,7,640,150
6,7,3,658,140
7,8,4,642,159
8,12,1,635,156
9,5,4,565,135
10,5,3,498,135
11,12,2,445,168
12,2,1,417,137
13,2,1,330,138
14,3,5,299,150
15,2,1,238,132
16,3,2,204,123
17,1,2,194,121
18,0,0,146,140
19,0,1,147,139
20,1,4,136,126
21,0,1,133,114
22,1,1,131,105
23,2,2,118,84
24,0,0,123,99
25,2,1,114,93
26,0,2,98,98
27,1,2,91,70
28,1,0,99,73
29,0,0,100,69
30,1,1,88,59
31,0,1,89,47
32,1,4,90,56
33,0,2,81,41
34,0,0,68,39
35,2,0,75,42
36,2,0,70,43
37,0,1,77,39
38,1,0,67,24
39,0,5,64,13
40,2,0,64,30
41,1,1,72,18
42,0,1,73,16
43,3,1,62,28
44,0,0,53,19
45,1,2,36,13
46,0,1,56,13
47,0,0,41,10
48,0,1,46,13
49,0,1,45,9
50,1,0,43,9
51,0,2,39,7
52,1,1,30,13
53,1,0,35,8
54,0,0,27,9
55,0,0,35,6
56,2,0,35,7
57,0,0,22,5
58,1,1,22,5
59,0,1,19,3
60,1,NA,NA,NA
