"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,385,257
1,4,6,1188,427
2,14,4,857,275
3,10,5,839,227
4,12,3,723,194
5,8,4,693,172
6,6,6,696,151
7,1,4,683,178
8,2,2,659,173
9,1,5,586,145
10,1,1,525,152
11,3,0,460,173
12,1,4,435,145
13,2,0,343,145
14,1,2,308,157
15,1,4,249,134
16,0,1,212,126
17,0,1,200,127
18,1,1,152,148
19,1,0,151,141
20,2,0,141,129
21,0,1,138,117
22,1,1,135,111
23,1,0,120,87
24,1,0,126,101
25,1,0,117,96
26,0,1,101,98
27,3,0,94,71
28,0,0,102,75
29,0,0,102,71
30,0,0,89,60
31,0,0,96,50
32,0,0,91,54
33,0,0,80,41
34,0,0,72,43
35,0,0,81,42
36,1,0,74,44
37,0,0,77,42
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,75,18
42,1,0,76,18
43,0,0,66,28
44,0,0,56,20
45,1,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,36,9
54,0,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
