"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,3,284,215
1,12,6,802,336
2,27,11,638,224
3,15,8,665,187
4,18,12,623,168
5,12,10,614,144
6,13,4,640,133
7,7,9,626,158
8,13,6,621,152
9,6,6,547,131
10,11,7,486,130
11,11,7,436,166
12,5,6,402,132
13,8,4,328,136
14,2,1,294,147
15,4,4,235,128
16,2,1,202,118
17,0,1,187,118
18,4,2,145,137
19,1,1,144,136
20,2,0,135,125
21,0,0,130,108
22,0,1,124,102
23,6,0,115,80
24,1,3,117,96
25,4,4,110,87
26,1,3,96,95
27,2,2,90,69
28,0,4,96,72
29,4,0,99,68
30,1,1,87,58
31,0,0,87,44
32,1,3,90,54
33,1,0,81,41
34,0,2,67,38
35,2,3,71,41
36,2,0,68,41
37,2,0,75,38
38,1,2,66,23
39,1,2,61,13
40,2,3,62,29
41,0,1,67,18
42,3,1,69,16
43,4,0,62,28
44,0,0,52,18
45,1,0,36,13
46,0,1,55,13
47,0,2,40,10
48,1,0,47,13
49,0,1,42,9
50,4,1,42,9
51,0,3,36,7
52,1,2,29,11
53,1,1,35,9
54,0,0,26,8
55,1,0,35,6
56,2,1,35,7
57,0,1,22,5
58,1,0,23,5
59,1,0,18,3
60,0,NA,NA,NA
