"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,9,253,199
1,9,20,702,308
2,22,13,580,210
3,11,25,613,180
4,14,23,580,152
5,14,23,586,132
6,11,19,605,124
7,16,16,586,149
8,15,19,596,146
9,9,8,519,128
10,14,15,451,122
11,17,19,397,155
12,14,13,380,125
13,9,9,307,131
14,8,17,278,137
15,2,14,225,128
16,5,10,195,111
17,6,6,167,115
18,11,14,136,133
19,4,13,133,127
20,5,6,126,123
21,4,14,115,100
22,4,13,115,96
23,4,12,105,76
24,5,14,109,93
25,4,8,91,75
26,6,7,90,88
27,2,7,84,61
28,1,5,85,65
29,3,5,94,62
30,1,11,79,54
31,1,8,81,45
32,1,5,79,48
33,0,4,67,34
34,2,5,66,34
35,1,3,60,37
36,2,7,66,37
37,1,3,67,36
38,2,5,60,20
39,1,3,58,11
40,0,4,57,27
41,1,1,61,18
42,1,2,66,14
43,1,7,57,26
44,0,2,46,14
45,0,3,32,13
46,0,4,52,12
47,0,1,37,9
48,2,0,38,11
49,2,1,36,9
50,0,0,37,9
51,1,1,35,7
52,0,1,29,11
53,0,1,32,8
54,1,1,23,7
55,0,2,34,5
56,2,0,31,7
57,0,0,19,4
58,0,0,21,4
59,1,1,17,3
60,1,NA,NA,NA
