"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,1,314,224
1,8,4,911,361
2,38,6,688,234
3,20,5,702,194
4,20,6,640,181
5,15,10,637,150
6,10,5,653,139
7,6,6,643,159
8,12,8,635,155
9,3,4,562,135
10,7,4,496,134
11,12,3,442,168
12,3,2,415,137
13,3,2,329,138
14,3,6,299,150
15,2,4,238,131
16,2,1,203,121
17,3,2,193,120
18,0,2,146,140
19,0,2,146,138
20,0,4,137,125
21,0,2,133,113
22,1,0,130,105
23,1,0,118,84
24,0,2,122,100
25,2,1,113,92
26,1,3,98,98
27,1,2,91,70
28,1,1,98,73
29,1,0,100,69
30,1,0,88,59
31,0,0,89,46
32,1,0,90,56
33,0,5,81,41
34,0,0,68,39
35,3,1,73,42
36,3,1,70,43
37,0,1,76,39
38,1,2,68,24
39,0,2,63,13
40,3,1,63,29
41,0,0,72,18
42,0,1,73,16
43,3,1,62,28
44,0,0,53,19
45,1,2,36,13
46,0,1,57,13
47,0,0,41,10
48,0,0,46,13
49,0,0,45,9
50,1,0,43,9
51,0,0,38,7
52,1,1,29,13
53,1,1,35,8
54,1,0,27,9
55,0,0,35,6
56,2,0,35,7
57,0,0,22,5
58,1,0,22,5
59,0,0,19,3
60,0,NA,NA,NA
