"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,0,268,215
1,9,11,775,330
2,25,12,620,218
3,18,10,654,188
4,17,5,611,162
5,16,5,607,142
6,14,9,636,134
7,5,5,621,155
8,14,8,616,152
9,5,1,543,130
10,7,4,480,128
11,12,7,430,160
12,7,6,397,133
13,6,4,327,133
14,1,8,293,146
15,2,1,232,131
16,3,2,203,116
17,2,0,183,117
18,6,5,143,139
19,1,1,145,133
20,1,5,133,125
21,0,2,127,107
22,3,1,124,104
23,4,1,114,79
24,1,2,117,96
25,2,4,109,85
26,1,4,94,93
27,3,1,88,69
28,2,1,93,71
29,4,0,98,68
30,2,2,86,58
31,2,1,86,45
32,2,1,88,54
33,3,3,80,41
34,1,0,68,37
35,2,2,70,41
36,3,1,67,41
37,2,4,73,37
38,1,2,65,23
39,0,1,61,13
40,2,2,62,29
41,0,0,65,18
42,4,3,70,15
43,3,4,61,27
44,1,1,51,16
45,2,0,36,13
46,0,1,55,13
47,1,2,40,10
48,0,0,44,13
49,2,0,40,9
50,5,1,41,9
51,0,1,36,7
52,2,0,29,11
53,1,1,34,9
54,1,0,25,8
55,3,2,35,6
56,2,2,34,7
57,1,2,22,5
58,1,1,21,4
59,2,1,17,3
60,0,NA,NA,NA
