"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,0,331,229
1,7,2,990,380
2,27,4,730,246
3,11,1,736,199
4,17,2,663,183
5,9,0,648,153
6,5,0,670,143
7,1,1,657,164
8,7,2,644,159
9,5,0,575,140
10,3,0,506,139
11,6,0,448,169
12,2,0,424,140
13,0,1,333,141
14,2,1,303,152
15,1,0,243,132
16,0,1,207,124
17,1,0,195,122
18,0,0,148,142
19,0,0,147,141
20,2,1,138,128
21,0,0,134,116
22,2,1,133,109
23,2,1,118,87
24,0,0,125,99
25,0,0,116,92
26,0,0,98,98
27,1,0,92,70
28,0,0,100,73
29,1,0,101,69
30,0,0,88,60
31,1,0,91,47
32,1,0,90,56
33,0,0,81,41
34,0,0,69,41
35,1,1,76,42
36,3,0,73,43
37,0,0,78,41
38,1,0,69,24
39,0,1,65,13
40,1,0,65,30
41,1,0,73,18
42,0,0,74,17
43,2,0,63,28
44,0,0,55,20
45,0,0,37,13
46,0,1,57,13
47,0,1,41,13
48,0,0,47,14
49,0,0,46,9
50,2,0,43,9
51,0,0,38,8
52,1,0,30,13
53,0,0,35,8
54,0,0,28,9
55,1,0,36,6
56,2,0,35,7
57,0,0,22,6
58,0,0,22,5
59,0,1,20,3
60,0,NA,NA,NA
