"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,5,244,194
1,11,26,675,295
2,24,42,558,200
3,16,38,569,172
4,20,24,555,148
5,16,35,562,127
6,19,39,572,117
7,26,39,564,144
8,21,35,567,141
9,15,25,489,125
10,25,23,426,119
11,19,18,367,145
12,20,12,361,119
13,12,14,295,128
14,11,21,266,134
15,4,20,217,125
16,6,19,190,107
17,2,11,157,115
18,7,19,133,126
19,1,15,123,121
20,5,14,120,114
21,3,8,110,93
22,3,11,107,90
23,3,8,97,74
24,3,11,106,88
25,3,3,91,69
26,1,5,86,82
27,3,15,84,59
28,0,5,82,59
29,3,9,89,57
30,4,5,78,53
31,1,3,79,44
32,3,0,79,43
33,1,4,67,31
34,0,4,66,32
35,0,1,58,36
36,3,2,65,36
37,0,2,61,35
38,5,2,59,20
39,0,3,53,10
40,4,2,55,27
41,1,1,59,17
42,0,1,65,14
43,1,2,57,24
44,0,1,44,14
45,2,1,29,12
46,2,4,52,11
47,0,2,36,8
48,1,2,37,10
49,0,0,35,9
50,1,2,38,9
51,1,0,35,7
52,0,0,29,11
53,0,0,32,8
54,0,1,22,7
55,1,0,33,5
56,3,0,31,6
57,0,1,19,4
58,0,0,20,4
59,0,2,16,3
60,0,NA,NA,NA
