"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,2,202,162
2,7,10,577,245
3,4,10,470,167
4,9,12,488,146
5,3,16,468,129
6,4,15,478,104
7,7,9,500,97
8,8,8,494,126
9,9,6,476,120
10,6,8,420,105
11,4,9,375,103
12,7,5,316,126
13,3,1,311,104
14,5,7,264,110
15,4,7,232,112
16,2,1,197,111
17,0,4,175,96
18,2,5,148,97
19,2,4,124,117
20,2,5,104,103
21,2,5,107,102
22,1,1,99,83
23,1,4,91,81
24,2,1,88,66
25,3,4,92,73
26,1,3,84,61
27,1,0,79,74
28,0,2,81,50
29,1,3,77,51
30,0,2,82,52
31,1,3,74,45
32,2,3,76,38
33,0,6,73,39
34,0,3,64,30
35,0,2,63,30
36,0,5,57,30
37,1,0,55,31
38,0,1,54,27
39,0,1,54,16
40,0,2,51,8
41,0,1,52,26
42,0,3,57,16
43,0,3,65,13
44,1,1,55,22
45,0,2,38,14
46,1,0,27,11
47,0,1,52,11
48,1,0,34,7
49,0,0,36,10
50,0,1,34,6
51,0,1,36,7
52,0,0,30,7
53,1,2,27,8
54,0,0,29,7
55,1,0,21,7
56,0,0,31,4
57,0,0,29,6
58,0,1,19,3
59,0,0,18,4
60,0,0,14,3
