"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,347,235
1,11,4,1049,390
2,35,5,749,254
3,19,1,752,207
4,17,1,673,182
5,18,3,654,157
6,6,2,678,146
7,5,3,663,165
8,8,0,651,163
9,4,0,576,142
10,1,5,513,145
11,3,0,451,169
12,1,0,425,142
13,2,0,337,141
14,3,1,305,153
15,1,2,245,132
16,0,0,207,124
17,0,3,196,124
18,1,0,150,145
19,0,0,149,140
20,2,0,138,128
21,1,0,136,118
22,1,3,132,109
23,2,1,118,87
24,0,1,125,100
25,0,2,116,94
26,0,3,99,98
27,1,0,92,70
28,0,1,101,74
29,0,0,102,70
30,0,0,88,60
31,0,0,92,48
32,0,1,90,54
33,1,0,81,41
34,0,1,70,42
35,1,0,78,42
36,2,0,73,43
37,0,1,76,42
38,1,2,69,24
39,0,0,66,13
40,0,0,67,30
41,0,1,74,18
42,0,0,75,18
43,1,0,63,28
44,0,0,55,20
45,0,0,37,13
46,0,0,57,13
47,0,0,41,12
48,0,0,47,14
49,0,0,47,10
50,1,0,43,9
51,0,0,38,8
52,1,0,30,13
53,0,0,35,8
54,0,0,29,9
55,0,0,37,6
56,1,0,35,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
