"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,7,13,219,181
2,16,42,622,270
3,11,29,509,181
4,15,26,521,157
5,13,18,512,136
6,8,32,514,116
7,13,23,538,103
8,7,21,529,130
9,10,15,522,129
10,11,14,446,111
11,7,20,394,109
12,7,20,341,133
13,3,12,338,111
14,2,6,280,117
15,8,13,248,123
16,4,11,206,115
17,3,9,178,100
18,2,7,156,105
19,2,6,129,121
20,4,4,116,115
21,3,6,117,104
22,2,1,107,88
23,3,9,96,86
24,3,2,96,70
25,4,3,99,80
26,1,2,89,64
27,2,6,83,77
28,0,1,84,56
29,0,3,81,55
30,2,4,85,57
31,0,2,76,49
32,0,3,79,42
33,0,0,76,40
34,1,0,67,30
35,1,2,63,31
36,1,3,58,32
37,0,1,63,35
38,0,1,61,34
39,1,1,55,19
40,1,0,52,9
41,1,1,54,27
42,0,0,59,17
43,1,0,65,14
44,0,0,57,23
45,0,1,44,13
46,1,0,29,12
47,0,0,52,11
48,1,1,36,7
49,0,0,36,10
50,0,0,35,8
51,1,1,37,7
52,1,0,32,7
53,0,0,29,10
54,0,0,32,8
55,0,0,22,7
56,1,0,33,4
57,1,0,29,6
58,0,1,19,4
59,1,1,19,4
60,0,0,16,3
