"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,375,252
1,9,5,1161,424
2,19,3,838,273
3,17,6,827,221
4,11,2,716,191
5,7,2,687,172
6,7,2,692,151
7,2,4,681,175
8,3,0,656,173
9,3,3,584,145
10,0,1,522,151
11,3,1,458,173
12,2,2,434,145
13,3,0,343,144
14,1,0,306,156
15,3,1,248,133
16,1,0,212,126
17,0,2,201,127
18,0,0,152,148
19,0,0,148,142
20,1,0,140,129
21,1,1,137,117
22,2,0,135,111
23,1,0,119,87
24,2,0,126,101
25,0,0,118,96
26,0,1,101,98
27,2,0,94,71
28,0,0,102,75
29,0,0,103,71
30,0,0,89,60
31,1,0,96,50
32,0,0,91,55
33,0,0,80,41
34,0,0,72,43
35,0,0,79,42
36,1,0,74,44
37,0,0,78,42
38,0,0,69,24
39,0,0,66,13
40,0,1,68,30
41,0,0,75,18
42,1,0,76,17
43,0,0,66,28
44,0,0,56,20
45,0,1,39,13
46,0,0,58,13
47,0,1,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,35,9
54,1,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
