"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,16,14,224,186
2,24,43,640,284
3,18,48,526,192
4,20,43,530,167
5,16,46,529,141
6,18,30,530,120
7,13,31,551,112
8,17,38,541,134
9,10,32,536,138
10,19,22,460,121
11,8,15,403,111
12,12,20,353,136
13,8,16,343,115
14,8,20,283,120
15,7,7,255,130
16,4,9,210,118
17,3,4,181,99
18,3,11,157,108
19,2,10,130,121
20,2,7,119,117
21,1,7,119,105
22,2,10,108,88
23,7,9,98,87
24,2,11,98,73
25,3,6,102,82
26,2,3,89,64
27,4,7,83,80
28,1,6,84,57
29,2,3,81,56
30,1,5,87,55
31,0,5,76,52
32,0,4,79,43
33,0,6,78,42
34,1,1,68,30
35,0,4,64,31
36,0,0,58,33
37,0,1,63,36
38,0,1,60,33
39,0,3,57,19
40,1,0,52,10
41,2,3,55,27
42,0,2,59,17
43,0,2,65,14
44,0,2,57,23
45,0,0,44,13
46,1,0,29,12
47,0,1,52,11
48,1,0,36,7
49,1,0,36,11
50,0,0,35,8
51,1,0,37,7
52,0,0,33,7
53,0,0,29,11
54,0,0,32,8
55,0,0,22,7
56,2,0,33,5
57,0,0,31,6
58,0,0,19,4
59,0,0,20,4
60,0,1,16,3
