"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4,201,162
2,8,7,572,244
3,4,12,464,166
4,9,18,479,145
5,4,10,461,128
6,3,11,472,101
7,4,9,498,97
8,6,8,487,125
9,9,10,472,120
10,7,6,414,102
11,4,3,368,102
12,7,9,311,125
13,2,5,307,104
14,5,6,260,107
15,1,4,231,109
16,0,0,197,111
17,1,4,174,96
18,2,6,146,97
19,0,4,124,117
20,2,4,104,103
21,2,6,105,102
22,0,9,99,81
23,1,4,91,80
24,2,5,88,66
25,2,6,89,73
26,0,1,83,60
27,0,3,79,74
28,1,2,80,48
29,0,4,77,49
30,0,1,82,52
31,0,4,73,45
32,2,4,74,36
33,0,2,73,37
34,1,3,63,30
35,0,0,63,30
36,0,1,57,30
37,0,1,55,30
38,0,1,53,27
39,0,2,54,16
40,0,1,51,8
41,0,0,53,26
42,0,2,57,16
43,1,0,64,13
44,1,0,54,21
45,0,0,38,13
46,1,0,27,11
47,0,1,52,11
48,1,0,34,6
49,0,0,36,10
50,0,0,34,6
51,0,0,36,7
52,0,0,30,7
53,1,0,27,8
54,0,0,29,7
55,1,0,21,7
56,0,0,31,4
57,0,0,29,6
58,0,0,19,3
59,0,0,18,4
60,1,0,13,3
