"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,0,397,267
1,3,7,1263,450
2,27,7,885,285
3,17,7,863,233
4,20,2,739,203
5,10,1,703,176
6,7,4,702,154
7,4,1,688,184
8,4,2,666,175
9,7,1,591,150
10,1,0,531,153
11,3,1,466,175
12,0,2,439,147
13,2,2,345,148
14,4,4,311,158
15,1,2,250,137
16,0,1,214,129
17,1,0,201,130
18,0,0,154,149
19,1,1,155,141
20,1,1,145,130
21,0,0,140,117
22,0,0,134,111
23,1,0,120,89
24,0,0,126,101
25,1,0,117,96
26,1,1,103,99
27,1,0,95,71
28,0,0,102,77
29,0,0,102,71
30,0,0,89,60
31,0,0,96,50
32,1,0,92,55
33,0,0,80,41
34,0,0,72,43
35,0,0,81,42
36,1,0,74,44
37,0,0,77,41
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,76,18
42,0,1,76,18
43,0,0,66,28
44,0,0,56,20
45,1,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,49,10
50,0,0,43,9
51,0,0,39,8
52,0,0,31,13
53,0,0,36,9
54,0,0,29,9
55,0,0,37,6
56,2,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
