"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,392,258
1,3,5,1199,437
2,18,4,867,277
3,10,1,846,227
4,11,2,727,195
5,9,2,696,172
6,8,3,698,151
7,1,3,684,179
8,2,2,660,174
9,2,1,585,147
10,1,1,527,152
11,5,0,460,175
12,1,3,435,146
13,5,5,344,145
14,1,1,308,158
15,1,0,249,134
16,0,0,211,127
17,2,1,202,128
18,0,1,153,149
19,1,2,151,141
20,2,0,141,129
21,3,0,139,117
22,0,2,135,111
23,1,1,120,88
24,0,0,126,100
25,1,1,118,97
26,0,0,102,98
27,2,0,94,71
28,0,3,102,76
29,0,1,103,71
30,0,0,89,60
31,0,0,96,50
32,0,0,92,55
33,0,0,80,41
34,0,1,72,43
35,0,0,81,42
36,1,0,74,44
37,0,0,76,41
38,0,0,69,24
39,0,0,66,13
40,0,0,68,30
41,0,0,75,18
42,1,0,76,18
43,0,0,66,28
44,0,0,56,20
45,1,0,38,13
46,0,0,58,13
47,0,0,41,12
48,0,0,48,14
49,0,0,48,10
50,0,0,43,9
51,0,0,40,8
52,0,0,31,13
53,0,0,36,9
54,0,0,28,9
55,0,0,37,6
56,1,0,36,7
57,0,0,23,6
58,0,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
