"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,3,6,198,162
2,8,13,567,242
3,3,13,460,165
4,7,12,477,144
5,6,8,454,128
6,3,10,470,100
7,3,5,497,97
8,4,10,486,124
9,9,8,468,120
10,6,8,411,102
11,4,6,363,101
12,4,6,308,123
13,2,7,305,104
14,3,6,258,106
15,0,6,231,108
16,3,10,194,111
17,2,5,173,96
18,1,6,146,97
19,0,9,124,116
20,5,4,100,103
21,0,5,105,101
22,3,3,96,81
23,1,4,91,77
24,2,1,87,66
25,1,5,89,73
26,0,5,83,60
27,0,5,78,73
28,1,3,80,47
29,0,1,77,49
30,1,1,81,50
31,0,2,73,46
32,2,1,72,35
33,0,3,73,37
34,0,1,63,30
35,0,0,63,30
36,0,2,57,30
37,0,0,55,30
38,0,0,53,27
39,0,0,54,16
40,0,0,51,8
41,1,1,52,26
42,0,0,57,16
43,1,0,64,13
44,1,0,54,21
45,0,0,38,13
46,1,0,27,11
47,0,0,52,11
48,1,0,34,6
49,0,0,36,10
50,0,0,34,6
51,0,0,35,7
52,0,0,30,7
53,1,0,27,8
54,0,0,29,7
55,1,0,21,7
56,0,0,31,4
57,0,0,29,6
58,0,0,19,3
59,2,0,16,4
60,1,0,13,3
