"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,327,230
1,10,2,972,376
2,34,0,722,243
3,13,2,730,197
4,18,4,657,182
5,11,1,645,152
6,5,6,667,143
7,3,1,650,161
8,13,1,642,159
9,6,2,571,139
10,5,2,503,139
11,9,0,449,167
12,1,2,423,140
13,1,2,331,141
14,3,0,302,150
15,2,1,241,132
16,2,1,207,124
17,0,0,194,121
18,1,0,145,142
19,2,2,147,141
20,1,0,137,128
21,1,0,134,116
22,2,0,130,107
23,3,1,118,85
24,0,1,124,100
25,1,0,116,92
26,0,0,98,98
27,1,1,92,70
28,0,0,100,73
29,1,0,101,69
30,1,0,88,60
31,1,0,90,47
32,2,1,91,56
33,0,0,81,41
34,0,0,69,40
35,2,2,75,42
36,3,1,73,43
37,1,1,76,40
38,1,0,68,24
39,2,0,65,13
40,1,0,65,30
41,1,0,73,18
42,0,0,73,18
43,3,0,62,28
44,0,2,55,20
45,1,0,36,13
46,0,0,57,13
47,0,0,41,13
48,0,0,47,14
49,0,0,45,9
50,3,1,43,9
51,0,0,38,8
52,1,0,29,13
53,1,0,35,8
54,0,0,27,9
55,1,0,35,6
56,3,1,35,7
57,0,0,21,6
58,1,0,22,5
59,0,0,20,3
60,0,NA,NA,NA
