"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,1,258,205
1,8,9,723,317
2,23,8,597,214
3,12,9,635,181
4,15,9,595,154
5,9,18,598,137
6,11,21,624,131
7,8,12,604,154
8,17,7,609,149
9,9,6,535,129
10,12,5,467,126
11,12,4,414,160
12,9,13,390,127
13,4,8,315,132
14,5,4,282,145
15,8,6,228,128
16,3,9,198,114
17,3,5,177,117
18,5,8,140,134
19,2,8,139,132
20,0,6,131,125
21,2,6,122,103
22,3,6,119,97
23,7,9,111,77
24,3,1,113,94
25,4,7,98,81
26,7,9,90,91
27,4,5,84,65
28,3,4,88,67
29,4,8,94,65
30,4,6,82,56
31,2,3,81,45
32,4,4,80,50
33,5,4,72,39
34,5,8,67,36
35,1,2,64,39
36,4,6,67,39
37,1,5,70,36
38,3,6,61,22
39,1,5,58,13
40,1,4,57,27
41,5,2,61,18
42,2,4,67,15
43,1,1,58,26
44,2,2,47,14
45,0,3,33,13
46,0,2,53,12
47,2,1,39,9
48,1,1,38,11
49,4,2,37,9
50,1,0,38,9
51,0,0,35,7
52,1,2,29,11
53,1,3,33,8
54,0,2,23,7
55,1,1,34,6
56,3,0,32,7
57,0,1,19,5
58,0,2,21,4
59,1,1,16,3
60,1,NA,NA,NA
