"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,1,11,236,193
1,14,44,655,289
2,18,44,542,198
3,19,34,552,170
4,21,32,544,145
5,13,32,543,126
6,25,45,562,114
7,13,39,551,141
8,21,35,552,139
9,18,27,469,124
10,19,33,414,116
11,12,23,357,139
12,15,26,350,119
13,10,17,291,123
14,5,14,261,132
15,6,17,213,122
16,6,14,183,102
17,6,11,157,108
18,5,8,132,121
19,2,17,121,119
20,5,6,118,108
21,3,11,107,92
22,3,5,105,88
23,6,4,99,74
24,5,0,105,88
25,1,5,91,68
26,1,6,86,80
27,2,4,84,59
28,0,1,80,58
29,4,4,89,56
30,3,3,77,53
31,1,10,78,43
32,2,2,81,43
33,0,2,67,31
34,0,3,64,32
35,1,3,58,36
36,0,1,63,36
37,1,4,61,34
38,2,5,58,19
39,1,1,52,10
40,3,3,55,27
41,1,0,59,17
42,0,2,65,14
43,1,0,57,24
44,0,0,44,13
45,1,0,29,12
46,2,2,52,11
47,0,0,36,7
48,2,0,36,10
49,1,1,35,9
50,1,2,38,7
51,0,2,34,7
52,0,0,29,11
53,0,0,32,8
54,0,0,22,7
55,0,0,33,5
56,2,0,31,6
57,0,0,19,4
58,0,0,20,4
59,0,0,16,3
60,0,NA,NA,NA
