"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,3,2,319,229
1,11,4,941,370
2,34,5,706,237
3,19,3,717,195
4,21,3,647,182
5,15,7,642,151
6,5,4,663,142
7,4,4,645,160
8,11,4,639,157
9,4,5,567,135
10,4,2,501,138
11,10,1,445,168
12,3,1,418,137
13,2,1,328,140
14,3,3,300,150
15,2,2,239,132
16,2,2,205,123
17,0,1,195,121
18,0,2,145,140
19,1,2,146,139
20,1,0,136,126
21,0,1,133,116
22,2,1,131,105
23,2,2,118,84
24,0,1,123,99
25,2,1,114,93
26,1,2,98,98
27,1,0,92,70
28,0,1,99,73
29,2,2,100,69
30,1,0,88,59
31,0,1,90,47
32,1,0,90,56
33,0,0,81,41
34,0,1,68,39
35,3,1,77,42
36,3,1,70,43
37,0,0,76,40
38,1,0,67,24
39,0,0,64,13
40,2,0,64,30
41,2,3,72,18
42,0,2,72,17
43,3,0,62,28
44,0,0,53,20
45,1,1,36,13
46,0,0,56,13
47,1,0,41,10
48,0,2,46,13
49,0,0,45,9
50,1,1,43,9
51,0,1,38,8
52,1,1,29,13
53,1,0,35,8
54,0,0,27,9
55,0,1,35,6
56,2,0,35,7
57,0,0,22,5
58,1,1,22,5
59,0,0,20,3
60,0,NA,NA,NA
