"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
0,2,6,253,198
1,9,14,700,308
2,21,24,580,210
3,10,24,612,180
4,16,24,580,152
5,13,18,584,132
6,12,19,605,125
7,15,20,586,148
8,15,9,593,146
9,10,14,519,128
10,12,22,451,122
11,17,15,394,155
12,15,10,379,125
13,10,18,306,131
14,7,14,275,137
15,5,12,225,128
16,5,8,195,111
17,6,14,167,115
18,11,13,136,133
19,3,8,132,126
20,5,15,126,122
21,3,16,114,100
22,4,15,114,94
23,5,15,102,76
24,9,8,109,93
25,4,7,91,75
26,6,8,90,87
27,2,5,84,61
28,1,5,85,65
29,3,11,94,62
30,1,8,79,54
31,1,4,81,45
32,1,4,79,48
33,0,5,67,34
34,2,3,66,34
35,1,7,60,37
36,2,3,66,37
37,1,7,66,35
38,2,3,60,20
39,1,5,57,11
40,0,1,57,27
41,1,2,61,18
42,1,8,66,14
43,1,2,57,25
44,0,3,46,14
45,0,4,32,13
46,0,1,52,11
47,0,0,37,9
48,2,1,38,11
49,2,0,36,9
50,0,1,37,9
51,1,1,35,7
52,0,1,29,11
53,0,1,32,8
54,1,2,23,7
55,0,0,34,5
56,2,0,31,7
57,0,0,19,4
58,0,1,21,4
59,1,1,16,3
60,1,NA,NA,NA
