"dagen","IC_to_clinical","Treatment_time_hospitalized","Treatment_time_to_exit","Treatment_time_to_death"
1,2,4,202,162
2,4,17,577,245
3,3,15,469,167
4,9,9,487,146
5,5,9,465,129
6,6,6,476,103
7,7,10,500,97
8,6,11,492,126
9,8,8,476,120
10,6,1,419,105
11,7,9,372,103
12,5,8,314,126
13,3,3,310,104
14,5,5,264,110
15,3,6,232,111
16,2,4,197,111
17,0,5,175,96
18,1,4,148,97
19,2,2,124,117
20,2,4,104,103
21,2,1,107,102
22,1,3,99,83
23,1,3,91,81
24,2,0,88,66
25,2,3,92,73
26,1,4,84,61
27,0,4,79,74
28,0,3,81,48
29,1,4,77,50
30,0,6,82,52
31,0,4,74,45
32,2,3,76,37
33,0,6,73,38
34,1,0,63,30
35,0,2,63,30
36,0,1,57,30
37,1,2,55,31
38,0,1,53,27
39,0,3,54,16
40,0,3,51,8
41,0,2,52,26
42,0,3,57,16
43,0,0,65,13
44,0,1,55,21
45,0,1,38,13
46,1,0,27,11
47,0,2,52,11
48,1,1,34,6
49,0,0,36,10
50,0,2,34,6
51,0,0,36,7
52,0,0,30,7
53,1,0,27,8
54,0,0,29,7
55,1,1,21,7
56,0,0,31,4
57,0,0,29,6
58,0,0,19,3
59,0,0,18,4
60,0,0,14,3
